cover_category,texture_score,requested_payload_bytes,method,image_id,width,height,payload_original_bytes,embedded_bits,total_bpp,embedding_success,extraction_success,ber,mse,psnr,ssim,changed_pixels,changed_pixel_ratio,maximum_change,embedding_seconds,extraction_seconds,failure_reason
Textured,0.3183728155123871,5000,Sequential Replacement,0807.png,2040,1128,5000,40256,0.017494089834515367,True,True,0.0,0.0029206067769897556,73.47607272254277,0.9999970697012518,20162,0.8761820330969268,1,0.0014413000317290425,2.5600020308047533e-05,
Textured,0.3183728155123871,5000,Sequential Matching,0807.png,2040,1128,5000,40256,0.017494089834515367,True,True,0.0,0.0029206067769897556,73.47607272254277,0.9999970704071264,20162,0.8761820330969268,1,0.07955179997952655,0.004546800046227872,
Textured,0.3183728155123871,5000,Keyed Random Matching,0807.png,2040,1128,5000,40256,0.017494089834515367,True,True,0.0,0.002940017614610856,73.4473042844712,0.9999923472282563,20296,0.8820052843832569,1,1.5315112000098452,1.1732186999870464,
Textured,0.3183728155123871,5000,Canny Synchronous,0807.png,2040,1128,5000,40256,0.017494089834515367,True,False,0.48921899841017485,0.0029323401937607196,73.45866007551449,0.9999979103953892,20243,0.8797020581282159,1,0.14177739998558536,0.07323410001117736,BIT_ERRORS
Textured,0.3183728155123871,20000,GuardianPixel,0807.png,2040,1128,20000,147104,0.0639271311361424,True,True,0.0,0.010700296667130208,67.8368454214424,0.9999931016406811,73729,3.204048463356974,1,9.488737700041384,8.155108700040728,
Textured,0.3183728155123871,20000,Sequential Replacement,0807.png,2040,1128,20000,147104,0.0639271311361424,True,True,0.0,0.010639746442312149,67.8614908253452,0.9999884898739794,73450,3.1919239326936446,1,0.0021689999848604202,8.079997496679425e-05,
Textured,0.3183728155123871,20000,Sequential Matching,0807.png,2040,1128,20000,147104,0.0639271311361424,True,True,0.0,0.010639746442312149,67.8614908253452,0.9999884905383,73450,3.1919239326936446,1,0.23729339998681098,0.026869599998462945,
Textured,0.3183728155123871,20000,Keyed Random Matching,0807.png,2040,1128,20000,147104,0.0639271311361424,True,True,0.0,0.0106966752422009,67.83831550317649,0.9999717211621774,73843,3.20900257266027,1,1.7953623000066727,1.54474109999137,
Textured,0.3183728155123871,20000,Canny Synchronous,0807.png,2040,1128,20000,147104,0.0639271311361424,True,False,0.4970429084185338,0.010639311871320632,67.86166821269087,0.9999928370063502,73447,3.1917935613961896,1,0.3060270000132732,0.10821619996568188,BIT_ERRORS
Textured,0.3183728155123871,50000,GuardianPixel,0807.png,2040,1128,50000,353560,0.15364691976081213,True,True,0.0,0.025538143744495433,64.05891033751794,0.999982177240008,175796,7.639584202475317,1,10.89028990000952,10.658516499970574,
Textured,0.3183728155123871,50000,Sequential Replacement,0807.png,2040,1128,50000,353560,0.15364691976081213,True,True,0.0,0.02565011820330969,64.03990990058405,0.9999666198472154,177072,7.695035460992908,1,0.00339569995412603,0.00024399999529123306,
Textured,0.3183728155123871,50000,Sequential Matching,0807.png,2040,1128,50000,353560,0.15364691976081213,True,True,0.0,0.02565011820330969,64.03990990058405,0.9999665599834285,177072,7.695035460992908,1,0.5823231999529526,0.10417559999041259,
Textured,0.3183728155123871,50000,Keyed Random Matching,0807.png,2040,1128,50000,353560,0.15364691976081213,True,True,0.0,0.02558927826449729,64.05022323912593,0.9999333814689774,176652,7.6767834793491865,1,2.6312191000324674,2.258117499994114,
Textured,0.3183728155123871,50000,Canny Synchronous,0807.png,2040,1128,50000,353560,0.15364691976081213,True,False,0.4984670211562394,0.025607675103138182,64.04710209799367,0.9999850606151656,176779,7.682302530941455,1,0.6576300000306219,0.1964907000074163,BIT_ERRORS
Mixed,0.1597871180727408,5000,GuardianPixel,0808.png,2040,1356,5000,39472,0.014269188501359246,True,True,0.0,0.0023651840283802805,74.39215423235639,0.9999960568891448,19617,0.7091575568280409,1,11.617337699979544,10.599486200022511,
Mixed,0.1597871180727408,5000,Sequential Replacement,0808.png,2040,1356,5000,39472,0.014269188501359246,True,True,0.0,0.002374462567721287,74.37515033342893,0.9999671780839284,19705,0.7123387703163861,1,0.00161060004029423,2.559996210038662e-05,
Mixed,0.1597871180727408,5000,Sequential Matching,0808.png,2040,1356,5000,39472,0.014269188501359246,True,True,0.0,0.002374462567721287,74.37515033342893,0.9999671101217941,19705,0.7123387703163861,1,0.07706040004268289,0.00465080002322793,
Mixed,0.1597871180727408,5000,Keyed Random Matching,0808.png,2040,1356,5000,39472,0.014269188501359246,True,True,0.0,0.00237627007538512,74.37184561939324,0.9999763110252934,19720,0.7128810226155359,1,1.8788774000131525,2.597469500033185,
Mixed,0.1597871180727408,5000,Canny Synchronous,0808.png,2040,1356,5000,39472,0.014269188501359246,True,False,0.4898408998783948,0.0023768725779397303,74.37074460663058,0.999996688964495,19725,0.7130617733819191,1,0.9303285999922082,0.18036729999585077,BIT_ERRORS
Mixed,0.1597871180727408,20000,GuardianPixel,0808.png,2040,1356,20000,144176,0.05211984498814275,True,True,0.0,0.008663986735303757,68.75362582161634,0.9999877127159843,71823,2.5964124587888255,1,17.043612699955702,9.319700099993497,
Mixed,0.1597871180727408,20000,Sequential Replacement,0808.png,2040,1356,20000,144176,0.05211984498814275,True,True,0.0,0.008718332465729655,68.72646934442872,0.9998633930329159,72351,2.6154997397188966,1,0.002162699995096773,0.0006071000243537128,
Mixed,0.1597871180727408,20000,Sequential Matching,0808.png,2040,1356,20000,144176,0.05211984498814275,True,True,0.0,0.008718332465729655,68.72646934442872,0.9998627533975513,72351,2.6154997397188966,1,0.23114250000799075,0.02798180002719164,
Mixed,0.1597871180727408,20000,Keyed Random Matching,0808.png,2040,1356,20000,144176,0.05211984498814275,True,True,0.0,0.008720019472882565,68.7256290610094,0.9999131850671142,72365,2.61600584186477,1,1.7865321999997832,1.5735327000147663,
Mixed,0.1597871180727408,20000,Canny Synchronous,0808.png,2040,1356,20000,144176,0.05211984498814275,True,False,0.49775968261014314,0.008713271444270924,68.7289911706077,0.9999899879155224,72309,2.613981433281277,1,0.30236129998229444,0.09156820003408939,BIT_ERRORS
Mixed,0.1597871180727408,50000,GuardianPixel,0808.png,2040,1356,50000,347784,0.12572444907166405,True,True,0.0,0.020880328532592977,64.93343033263271,0.9999665694434124,173020,6.254699519925964,1,17.3851532000117,12.440055500017479,
Mixed,0.1597871180727408,50000,Sequential Replacement,0808.png,2040,1356,50000,347784,0.12572444907166405,True,True,0.0,0.020935035764551642,64.92206653709248,0.9996637474575638,173734,6.280510729365492,1,0.0028023000340908766,0.00021549995290115476,
Mixed,0.1597871180727408,50000,Sequential Matching,0808.png,2040,1356,50000,347784,0.12572444907166405,True,True,0.0,0.020935035764551642,64.92206653709248,0.9996625899098898,173734,6.280510729365492,1,0.7282903000013903,0.13308400003006682,
Mixed,0.1597871180727408,50000,Keyed Random Matching,0808.png,2040,1356,50000,347784,0.12572444907166405,True,True,0.0,0.020950700830971523,64.91881805549708,0.9997915917215939,173864,6.285210249291456,1,3.4369205000111833,2.898781099996995,
Mixed,0.1597871180727408,50000,Canny Synchronous,0808.png,2040,1356,50000,347784,0.12572444907166405,False,False,,,,,,,,,,"ValueError: Capacity error: Insufficient edge capacity. Need 347784 bits, but only found 236668 edge pixels."
Mixed,0.19608174940856066,5000,GuardianPixel,0810.png,2040,1536,5000,40808,0.013023386437908497,True,True,0.0,0.00215333095043573,74.79969578186848,0.9999947465361809,20232,0.6456801470588235,1,17.23374400002649,13.734824699989986,
Mixed,0.19608174940856066,5000,Sequential Replacement,0810.png,2040,1536,5000,40808,0.013023386437908497,True,True,0.0,0.0021698197508169936,74.76656702815191,0.9999724937620965,20397,0.6509459252450981,1,0.002680900041013956,0.00010329997166991234,
Mixed,0.19608174940856066,5000,Sequential Matching,0810.png,2040,1536,5000,40808,0.013023386437908497,True,True,0.0,0.0021698197508169936,74.76656702815191,0.9999724305004488,20397,0.6509459252450981,1,0.13533150003058836,0.00678130000596866,
