cover_category,texture_score,requested_payload_bytes,method,image_id,width,height,payload_original_bytes,embedded_bits,total_bpp,embedding_success,extraction_success,ber,mse,psnr,ssim,changed_pixels,changed_pixel_ratio,maximum_change,embedding_seconds,extraction_seconds,histogram_l1_mean,histogram_chi_square_mean,cover_lsb_chi_square_statistic,stego_lsb_chi_square_statistic,lsb_chi_square_statistic_change,absolute_lsb_chi_square_statistic_change,cover_rs_combined_imbalance,stego_rs_combined_imbalance,rs_combined_imbalance_change,absolute_rs_combined_imbalance_change,smooth_pixel_fraction,smooth_region_change_ratio,mean_modified_position_suitability,mean_image_suitability,suitability_gain,failure_reason
Mixed,0.22175785050810143,5000,GuardianPixel,0861.png,2040,1356,5000,41176,0.01488518711319336,True,True,0.0,0.0024914685638267107,74.16624949048864,0.9999963264118813,20665,0.74704291746197,1,11.338809799985029,9.171643499983475,0.00066275281007191,5.024397055393443e-07,644864.3890237429,643798.3963280364,-1065.9926957064308,1065.9926957064308,0.2815771588871537,0.2814911215223552,-8.603736479845248e-05,8.603736479845248e-05,0.25,0.04200338736994919,0.8169455528259277,0.2991887331008911,2.730535820513137,
Mixed,0.22175785050810143,5000,Sequential Replacement,0861.png,2040,1356,5000,41176,0.01488518711319336,True,True,0.0,0.0024760444984286735,74.19321915492216,0.9999869564201097,20548,0.742813349528602,1,0.0016947000403888524,2.6300025638192892e-05,0.0017414733838471452,4.1902572712364566e-05,644864.3890237429,627536.6755049617,-17327.713518781122,17327.713518781122,0.2815771588871537,0.27938429058939207,-0.0021928682977616076,0.0021928682977616076,0.25,0.37716566089157094,0.30744844675064087,0.2991887331008911,1.02760703440983,
Mixed,0.22175785050810143,5000,Sequential Matching,0861.png,2040,1356,5000,41176,0.01488518711319336,True,True,0.0,0.0024760444984286735,74.19321915492216,0.9999833823912175,20548,0.742813349528602,1,0.08809940004721284,0.005422000016551465,0.001578556693080377,3.3221164219175895e-05,644864.3890237429,633676.6111616595,-11187.7778620834,11187.7778620834,0.2815771588871537,0.27912111747353807,-0.002456041413615606,0.002456041413615606,0.25,0.37716566089157094,0.30744844675064087,0.2991887331008911,1.02760703440983,
Mixed,0.22175785050810143,5000,Keyed Random Matching,0861.png,2040,1356,5000,41176,0.01488518711319336,True,True,0.0,0.0024655609539784447,74.21164617172823,0.9999845956836572,20461,0.7396682861935334,1,1.6913682000013068,1.34968270000536,0.0007690342607052613,2.1514732327107855e-06,644864.3890237429,641445.0660188203,-3419.3230049225967,3419.3230049225967,0.2815771588871537,0.279392243623113,-0.0021849152640406877,0.0021849152640406877,0.25,0.24827721030252675,0.30021578073501587,0.2991887331008911,1.0034327751031267,
Mixed,0.22175785050810143,5000,Canny Synchronous,0861.png,2040,1356,5000,41176,0.01488518711319336,True,False,0.46614532737517,0.0024899020571847227,74.16898096848803,0.9999984986240807,20663,0.7469706171554167,1,0.16918460000306368,0.0675383000052534,0.00034029344284419104,3.2213513159329085e-07,644864.3890237429,644721.444687611,-142.9443361319136,142.9443361319136,0.2815771588871537,0.2816313841170687,5.422522991499479e-05,5.422522991499479e-05,0.25,0.0,0.5926613807678223,0.2991887331008911,1.9808947169409872,BIT_ERRORS
Textured,0.26054545304763554,500,GuardianPixel,0866.png,1356,2040,500,6680,0.0024148302388802127,True,True,0.0,0.000397049183488538,82.14236053614486,0.9999991607710402,3295,0.11911475504656138,1,10.181014300032984,8.450625099998433,0.00020292286039292717,2.0080149741801564e-08,3379.401647748278,3379.838397730299,0.4367499820214107,0.4367499820214107,0.15364755046561396,0.15363887442882757,-8.676036786392505e-06,8.676036786392505e-06,0.25,0.08710166919575114,0.7481496930122375,0.3525087833404541,2.122357593256541,
Textured,0.26054545304763554,500,Sequential Replacement,0866.png,1356,2040,500,6680,0.0024148302388802127,True,True,0.0,0.0003918676615188848,82.19940935622486,0.9999991853552076,3252,0.11756029845566546,1,0.0015767999575473368,1.279998105019331e-05,9.254439238822387e-05,1.1776764376120526e-08,3379.401647748278,3379.3370369652107,-0.06461078306710988,0.06461078306710988,0.15364755046561396,0.15362007634912372,-2.747411649023368e-05,2.747411649023368e-05,0.25,0.2666051660516605,0.40411144495010376,0.3525087833404541,1.146386881826464,
Textured,0.26054545304763554,500,Sequential Matching,0866.png,1356,2040,500,6680,0.0024148302388802127,True,True,0.0,0.0003918676615188848,82.19940935622486,0.999999184840907,3252,0.11756029845566546,1,0.03483560000313446,0.0007857000455260277,9.374939749744399e-05,1.2093767649097836e-08,3379.401647748278,3380.3288881323388,0.9272403840609513,0.9272403840609513,0.15364755046561396,0.1536374284226965,-1.012204291744867e-05,1.012204291744867e-05,0.25,0.2666051660516605,0.40411144495010376,0.3525087833404541,1.146386881826464,
Textured,0.26054545304763554,500,Keyed Random Matching,0866.png,1356,2040,500,6680,0.0024148302388802127,True,True,0.0,0.0004095812366244433,82.00740307961456,0.9999980749103646,3399,0.12287437098733299,1,1.5106958000105806,1.3429948999546468,0.00011278847822314914,1.8176833806306095e-08,3379.401647748278,3373.528876208961,-5.872771539317,5.872771539317,0.15364755046561396,0.15358320319278154,-6.43472728324157e-05,6.43472728324157e-05,0.25,0.2559576345984113,0.3496766686439514,0.3525087833404541,0.9919658322562492,
Textured,0.26054545304763554,500,Canny Synchronous,0866.png,1356,2040,500,6680,0.0024148302388802127,True,False,0.4818862275449102,0.0003981336880868375,82.1305143389617,0.9999995667642012,3304,0.11944010642605124,1,0.10381329996744171,0.07283389999065548,0.00011134247209208124,1.71721569002056e-08,3379.401647748278,3381.807453686886,2.4058059386084096,2.4058059386084096,0.15364755046561396,0.15366201052692463,1.4460061310672678e-05,1.4460061310672678e-05,0.25,0.0,0.5959479808807373,0.3525087833404541,1.6905904449625269,BIT_ERRORS
